City,Severity,Total Accidents
Logan,3,3
Logan,4,1
Logandale,2,22
Logandale,3,1
Logansport,1,1
Logansport,2,11
Logansport,4,2
Loganton,2,216
Loganton,3,36
Loganton,4,10
Loganville,2,79
Loganville,3,1
Loganville,4,13
Loleta,1,2
Loleta,2,99
Loleta,4,1
Lolita,2,1
Lolita,4,2
Lolo,2,116
Loma,2,24
Loma,3,2
Loma,4,5
Loma Linda,1,1
Loma Linda,2,169
Loma Linda,3,12
Loma Mar,2,11
Loman,2,5
Lombard,1,58
Lombard,2,470
Lombard,3,42
Lomira,2,27
Lomira,3,3
Lomita,2,3
Lompoc,1,7
Lompoc,2,451
Lompoc,4,5
Lonaconing,2,11
Lonaconing,4,4
London,1,2
London,2,101
London,3,26
London,4,15
Londonderry,1,1
Londonderry,2,27
Londonderry,3,26
Lone Grove,2,1
Lone Jack,2,2
Lone Pine,2,150
Lone Tree,1,2
Lone Tree,2,106
Lone Tree,3,31
Lone Tree,4,3
Lonepine,2,6
Long Barn,2,66
Long Beach,1,24
Long Beach,2,4981
Long Beach,3,940
Long Beach,4,33
Long Branch,2,11
Long Branch,4,2
Long Creek,2,74
Long Grove,2,152
Long Grove,3,1
Long Grove,4,3
Long Island,2,1
Long Island,4,1
Long Island City,1,1
Long Island City,2,360
Long Island City,3,35
Long Island City,4,4
Long Key,2,3
Long Lake,2,25
Long Pond,2,36
Long Pond,3,2
Long Pond,4,1
Long Prairie,1,1
Long Prairie,2,101
Long Valley,2,2
Longboat Key,2,7
Longcreek,2,4
Longmeadow,2,3
Longmont,1,1
Longmont,2,173
Longmont,3,29
Longmont,4,29
Longs,1,15
Longs,2,397
Longs,4,3
Longview,1,5
Longview,2,88
Longview,3,5
Longview,4,5
Longville,2,22
Longwood,1,4
Longwood,2,577
Longwood,3,60
Longwood,4,12
Lonoke,2,136
Lonoke,3,2
Lonoke,4,16
Lonsdale,2,35
Lonsdale,4,2
Loogootee,1,1
Loogootee,2,13
Loogootee,4,8
Lookout,2,43
Lookout Mountain,2,7
Loomis,1,1
Loomis,2,193
Loomis,3,9
Loomis,4,2
Loon Lake,1,2
Loon Lake,2,6
Lopez,2,5
Lorain,1,1
Lorain,2,14
Loraine,3,1
Loraine,4,1
Lordsburg,2,29
Lordsburg,3,11
Lordsburg,4,1
Lore City,2,4
Lore City,3,5
Lorena,3,1
Lorena,4,1
Loretto,1,3
Loretto,2,70
Loretto,3,1
Loretto,4,9
Lorida,2,35
Lorida,4,2
Loris,1,25
Loris,2,497
Loris,3,1
Loris,4,2
Lorton,1,3
Lorton,2,1580
Lorton,3,162
Lorton,4,16
Los Alamitos,1,2
Los Alamitos,2,465
Los Alamitos,3,45
Los Alamitos,4,5
Los Alamos,1,2
Los Alamos,2,59
Los Altos,1,7
Los Altos,2,258
Los Altos,3,38
Los Altos,4,1
Los Altos Hills,2,22
Los Angeles,1,239
Los Angeles,2,43106
Los Angeles,3,5235
Los Angeles,4,133
Los Banos,1,5
Los Banos,2,659
Los Banos,3,3
Los Banos,4,3
Los Fresnos,2,1
Los Gatos,1,14
Los Gatos,2,1602
Los Gatos,3,9
Los Gatos,4,13
Los Lunas,2,1
Los Molinos,2,106
Los Olivos,1,1
Los Olivos,2,56
Los Osos,1,2
Los Osos,2,162
Losantville,2,11
Losantville,4,6
Lost Creek,2,22
Lost Creek,4,1
Lost Hills,1,2
Lost Hills,2,562
Lost Hills,3,18
Lost Hills,4,9
Lost Nation,2,1
Lostant,2,1
Lostant,3,14
Lostine,2,13
Lothian,1,2
Lothian,2,22
Lothian,4,4
Lottie,2,5
Lottie,4,2
Lottsburg,2,12
Lottsburg,4,7
Lotus,2,44
Louann,2,1
Louann,4,1
Loudon,2,52
Loudon,3,6
Loudon,4,4
Loudonville,2,4
Louisa,2,229
Louisa,3,20
Louisa,4,34
Louisburg,2,71
Louisburg,4,22
Louise,2,2
Louisiana,2,1
Louisville,1,30
Louisville,2,1402
Louisville,3,1398
Louisville,4,86
Louisville Central,2,1
Louisville Central,3,1
Loup City,2,2
Loup City,4,1
Louviers,2,1
Loveland,1,2
Loveland,2,227
Loveland,3,89
Loveland,4,20
Lovelock,2,40
Lovelock,3,1
Lovelock,4,2
Loves Park,1,1
Loves Park,2,4
Loves Park,3,1
Lovettsville,2,67
Lovettsville,4,22
Loveville,2,2
Loving,2,5
Loving,4,5
Lovingston,2,40
Lovingston,4,8
Lovington,2,4
Lovington,3,1
Low Moor,2,1
Lowell,1,20
Lowell,2,515
Lowell,3,118
Lowell,4,17
Lowellville,1,1
Lowellville,2,1
Lower Keys,2,8
Lower Keys,4,1
Lower Lake,1,2
Lower Lake,2,217
Lower Lake,3,1
Lower Lake,4,1
Lower Merion,2,2
Lowgap,2,18
Lowgap,4,2
Lowman,4,1
Lowndesboro,2,39
Lowndesboro,4,1
Lowry,2,18
Lowry City,4,1
Lowville,2,11
Lowville,4,4
Loxahatchee,1,5
Loxahatchee,2,44
Loxley,1,1
Loxley,2,121
Loxley,3,19
Loxley,4,8
Loyalhanna,2,3
Loyalhanna,4,1
Loyalton,2,17
Loyalton,4,1
Loysburg,2,1
Loysville,2,16
Loysville,4,2
Lubbock,2,27
Lubbock,3,1
Lubbock,4,3
Lucama,2,14
Lucama,4,5
Lucan,2,4
Lucas,2,5
Lucas,4,3
Lucasville,2,7
Lucasville,3,2
Lucedale,2,8
Lucedale,4,3
Lucerne,2,130
Lucerne Valley,2,2
Lucinda,2,29
Lucinda,4,2
Ludington,2,1
Ludlow,1,2
Ludlow,2,9
Ludlow,3,4
Ludlow,4,2
Ludowici,2,6
Ludowici,4,3
Lufkin,2,9
Lufkin,3,2
Lugoff,1,18
Lugoff,2,586
Lugoff,3,58
Lugoff,4,12
Luke,2,6
Luke,4,2
Luke Air Force Base,2,2
Lula,2,20
Lula,4,3
Luling,2,13
Luling,3,6
Luling,4,1
Lulu,2,2
Lumber Bridge,2,2
Lumber City,2,7
Lumber City,3,1
Lumber City,4,4
Lumberton,2,254
Lumberton,3,44
Lumberton,4,37
Lumpkin,2,8
Lumpkin,4,8
Luna Pier,2,11
Luna Pier,3,4
Lund,2,10
Lunenburg,2,15
Lunenburg,3,1
Lunenburg,4,1
Luning,1,1
Luning,2,7
Lupton City,2,1
Luray,2,148
Luray,3,2
Luray,4,74
Lurgan,2,8
Lurgan,3,3
Lusby,2,7
Lusby,4,2
Lusk,2,2
Lusk,4,3
Luther,2,18
Luthersburg,2,29
Luthersville,2,3
Luthersville,3,1
Luthersville,4,2
Lutherville Timonium,2,537
Lutherville Timonium,3,84
Lutherville Timonium,4,39
Lutsen,2,2
Luttrell,2,1
Luttrell,4,2
Lutts,2,3
Lutz,1,56
Lutz,2,1253
Lutz,3,25
Lutz,4,5
Luverne,1,2
Luverne,2,113
Luverne,3,1
Luverne,4,2
Luxemburg,2,2
Luxora,2,28
Luxora,3,1
Luxora,4,5
Luzerne,2,2
Lykens,2,5
Lyle,2,20
Lyle,3,1
Lyle,4,1
Lyles,2,5
Lyles,4,2
Lyman,1,20
Lyman,2,190
Lyman,4,4
Lynbrook,2,57
Lynbrook,4,2
Lynch Station,2,7
Lynch Station,4,3
Lynchburg,1,8
Lynchburg,2,487
Lynchburg,3,23
Lynchburg,4,57
Lynd,1,2
Lynd,2,25
Lynden,2,27
Lynden,4,1
Lyndhurst,2,87
Lyndhurst,3,3
Lyndhurst,4,8
Lyndon,2,1
Lyndon,3,8
Lyndon,4,1
Lyndon Station,2,9
Lyndon Station,3,2
Lynn,1,5
Lynn,2,53
Lynn,4,3
Lynn Center,3,15
Lynn Haven,2,38
Lynndyl,2,2
Lynnfield,1,3
Lynnfield,2,73
Lynnfield,3,8
Lynnville,2,11
Lynnville,3,1
Lynnwood,1,6
Lynnwood,2,405
Lynnwood,3,138
Lynnwood,4,5
Lynwood,1,3
Lynwood,2,998
Lynwood,3,268
Lynwood,4,3
Lyons,2,75
Lyons,4,8
Lyons Falls,2,7
Lyons Falls,4,1
Lytle,3,3
Lytle Creek,2,27
Lytton,2,4
Lytton,4,2
Mabank,2,4
Mabel,2,23
Mabelvale,2,14
Mableton,2,57
Mableton,3,10
Mableton,4,1
Macclenny,1,2
Macclenny,2,242
Macclenny,3,18
Macclesfield,2,4
Macclesfield,4,2
Macdoel,2,83
Macdoel,4,1
Macedon,2,3
Macedonia,2,36
Macedonia,3,21
Macedonia,4,1
Maceo,2,2
Machesney Park,2,6
Machesney Park,3,6
Machesney Park,4,1
Machias,2,2
Machipongo,2,4
Mack,2,14
Mack,3,6
Mack,4,2
Mackay,2,1
Mackay,4,1
Mackinaw,1,1
Mackinaw,2,16
Mackinaw City,2,3
Mackinaw City,4,1
Macksburg,2,3
Macomb,1,3
Macomb,2,8
Macomb,4,1
Macon,1,2
Macon,2,516
Macon,3,212
Macon,4,63
Macungie,2,1
Mad River,2,33
Madbury,2,2
Madeira Beach,2,23
Madelia,2,57
Madeline,2,18
Madeline Plains,2,14
Madera,1,22
Madera,2,2177
Madera,3,3
Madera,4,12
Madison,1,55
Madison,2,3828
Madison,3,510
Madison,4,62
Madison Heights,1,1
Madison Heights,2,389
Madison Heights,3,108
Madison Heights,4,24
Madison Lake,2,24
Madisonburg,2,24
Madisonburg,4,9
Madisonville,2,20
Madisonville,3,23
Madras,1,1
Madras,2,422
Madras,3,1
Madras,4,12
Madrid,2,8
Madrid,4,6
Magalia,1,1
Magalia,2,219
Magazine,2,4
Magazine,4,1
Magdalena,2,8
Magdalena,3,5
Magdalena,4,1
Magee,2,1
Maggie Valley,2,16
Maggie Valley,4,3
Magna,1,1
Magna,2,270
Magna,3,8
Magna,4,1
Magnolia,1,3
Magnolia,2,105
Magnolia,3,5
Magnolia,4,14
Magnolia Springs,2,1
Mahaffey,2,66
Mahaffey,3,1
Mahaffey,4,5
Mahanoy City,2,14
Mahanoy City,3,1
Mahnomen,2,23
Mahomet,2,1
Mahomet,3,32
Mahopac,2,80
Mahwah,2,135
Mahwah,3,14
Mahwah,4,7
Maiden,2,32
Maiden,4,10
Maiden Rock,2,1
Maidens,2,85
Maidens,3,1
Maidens,4,10
Maidsville,2,1
Maine,2,6
Maine,4,1
Mainesburg,2,25
Mainesburg,4,2
Maineville,1,1
Maineville,2,45
Maineville,3,1
Maitland,1,5
Maitland,2,252
Maitland,3,25
Maitland,4,8
Maize,2,2
Maize,4,2
Malabar,1,1
Malabar,2,93
Malabar,3,6
Malad City,2,26
Malaga,2,16
Malaga,4,3
Malakoff,2,2
Malakoff,4,2
Malcolm,2,1
Malcom,2,48
Malcom,3,6
Malcom,4,2
Malden,1,2
Malden,2,14
Malden Bridge,2,42
Malibu,1,6
Malibu,2,646
Malibu,4,11
Malin,2,18
Malinta,1,1
Malone,2,25
Malone,4,3
Malta,1,2
Malta,2,58
Malta,3,1
Malta,4,4
Malvern,1,14
Malvern,2,743
Malvern,3,31
Malvern,4,30
Malverne,2,130
Malverne,3,2
Mamaroneck,2,221
Mamaroneck,3,30
Mamaroneck,4,1
Mammoth,2,2
Mammoth Lakes,1,2
Mammoth Lakes,2,163
Mammoth Spring,2,8
Mammoth Spring,4,4
Mamou,1,1
Man,2,1
Manahawkin,1,1
Manahawkin,2,91
Manahawkin,4,3
Manakin Sabot,2,123
Manakin Sabot,3,3
Manakin Sabot,4,10
Manalapan,2,23
Manasquan,2,17
Manasquan,4,1
Manassas,1,21
Manassas,2,1996
Manassas,3,136
Manassas,4,36
Manassas Park,2,11
Manawa,2,1
Manawa,4,1
Mancelona,2,5
Manchaca,1,2
Manchaca,2,71
Manchaca,3,1
Manchester,1,7
Manchester,2,513
Manchester,3,137
Manchester,4,34
Manchester Township,2,22
Manchester Township,4,4
Manchester Twp,2,7
Manchester Twp,3,1
Mancos,1,1
Mancos,2,19
Mancos,3,1
Mancos,4,2
Mandan,2,103
Mandaree,2,15
Mandeville,2,52
Mandeville,3,27
Mandeville,4,6
Manhasset,2,338
Manhasset,3,17
Manhasset,4,2
Manhattan,1,1
Manhattan,2,239
Manhattan,3,5
Manhattan,4,10
Manhattan Beach,2,59
Manheim,1,20
Manheim,2,500
Manheim,3,36
Manheim,4,33
Manila,1,1
Manila,2,15
Manila,4,1
Manilla,2,2
Manilla,4,1
Manistee,2,2
Manistee,4,3
Manistique,2,3
Manitou Beach,2,4
Manitou Beach,3,1
Manitou Beach,4,2
Manitou Springs,2,4
Manitowoc,2,10
Manitowoc,4,3
Mankato,1,15
Mankato,2,626
Mankato,4,5
Manlius,2,16
Manlius,4,11
Manly,2,8
Manly,3,1
Manning,1,10
Manning,2,398
Manning,3,20
Manning,4,12
Mannington,2,3
Manns Choice,2,94
Manns Choice,3,1
Manns Choice,4,3
Manns Harbor,4,1
Mannsville,2,3
Manor,1,65
Manor,2,1264
Manor,3,1
Manor,4,9
Manorville,1,1
Manorville,2,57
Manorville,3,4
Manorville,4,3
Manquin,2,10
Mansfield,1,1
Mansfield,2,347
Mansfield,3,48
Mansfield,4,12
Mansfield Center,2,17
Mansfield Center,4,5
Manson,2,19
Manson,3,2
Manson,4,1
Mantachie,2,2
Mantachie,3,2
Mantachie,4,2
Manteca,1,7
Manteca,2,1007
Manteca,3,4
Manteca,4,1
Manteno,2,4
Manteno,3,25
Manti,2,25
Mantoloking,2,2
Mantoloking,4,1
Manton,2,14
Mantorville,1,1
Mantorville,2,7
Mantua,2,84
Mantua,3,52
Mantua,4,1
Manvel,2,51
Manvel,3,2
Manvel,4,2
Many Farms,2,11
Manzanita,2,2
Manzanola,2,19
Manzanola,4,6
Maple Falls,2,5
Maple Falls,4,1
Maple Grove,1,1
Maple Grove,2,534
Maple Grove,3,49
Maple Grove,4,4
Maple Heights,1,8
Maple Heights,2,39
Maple Heights,3,9
Maple Hill,2,15
Maple Hill,4,3
Maple Lake,2,28
Maple Park,2,19
Maple Park,3,5
Maple Park,4,1
Maple Plain,2,9
Maple Plain,3,1
Maple Shade,2,153
Maple Shade,4,2
Maple Valley,2,41
Maple Valley,3,3
Maple Valley,4,3
Maplesville,1,2
Maplesville,2,73
Maplesville,4,2
Mapleton,1,1
Mapleton,2,192
Mapleton,4,3
Mapleton Depot,2,49
Mapleton Depot,3,1
Mapleton Depot,4,5
Maplewood,2,6
Maquoketa,2,5
Maquoketa,3,1
Maquoketa,4,1
Marana,1,5
Marana,2,330
Marana,3,20
Marana,4,7
Marathon,1,2
Marathon,2,140
Marathon,3,9
Marathon,4,3
Marble,2,11
Marble,4,4
Marble Canyon,2,11
Marble Canyon,4,1
Marble Falls,1,2
Marble Falls,2,23
Marblehead,1,1
Marblehill,2,3
Marblehill,4,1
Marblemount,2,2
Marbury,2,33
Marbury,3,7
Marbury,4,1
Marcell,2,10
Marcellus,2,13
Marcellus,4,8
March Air Reserve Base,1,5
March Air Reserve Base,2,337
March Air Reserve Base,3,40
March Air Reserve Base,4,1
Marco Island,1,2
Marco Island,2,5
Marcus,2,1
Marcus Hook,2,245
Marcus Hook,3,50
Marcus Hook,4,7
Marcy,1,1
Marcy,2,117
Marcy,4,3
Mardela Springs,1,1
Mardela Springs,2,5
Marengo,2,108
Marengo,3,36
Marengo,4,6
Marfa,2,1
Margarettsville,2,3
Margaretville,2,2
Margate,2,3
Marianna,2,394
Marianna,3,8
Marianna,4,6
Maribel,2,2
Maricopa,1,4
Maricopa,2,528
Maricopa,3,38
Maricopa,4,17
Marienville,2,9
Marienville,4,3
Marietta,1,25
Marietta,2,1067
Marietta,3,394
Marietta,4,42
Marina,1,10
Marina,2,135
Marina,4,1
Marina del Rey,1,3
Marina del Rey,2,265
Marine,2,7
Marine,3,13
Marine,4,2
Marine On Saint Croix,2,12
Maringouin,2,14
Maringouin,3,15
Maringouin,4,3
Marion,1,11
Marion,2,1087
Marion,3,98
Marion,4,85
Marion Center,2,4
Marion Junction,2,11
Marion Station,2,10
Marion Station,4,8
Mariposa,1,3
Mariposa,2,346
Marked Tree,2,15
Marked Tree,4,3
Markesan,2,2
Markham,2,101
Markham,3,96
Markham,4,5
Markle,2,2
Markle,3,1
Markleeville,2,152
Markleton,2,10
Markleville,1,1
Markleville,2,7
Markleville,4,5
Markleysburg,2,7
Markleysburg,4,5
Marks,2,2
Marlboro,2,65
Marlboro,3,1
Marlboro,4,10
Marlborough,2,83
Marlborough,3,20
Marlborough,4,5
Marlette,2,2
Marlette,4,2
Marlin,2,1
Marlin,4,10
Marlow,2,1
Marlton,1,2
Marlton,2,215
Marlton,3,2
Marlton,4,4
Marmaduke,2,2
Marmaduke,4,2
Marmarth,2,2
Marmora,1,1
Marmora,2,55
Marmora,4,1
Marne,1,1
Marne,2,73
Marne,3,8
Marne,4,9
Marquette,2,1
Marquette,4,1
Marquette Heights,2,2
Marrero,2,48
Marrero,4,2
Marriottsville,2,122
Marriottsville,3,9
Marriottsville,4,14
Mars,2,22
Mars,3,9
Mars,4,2
Mars Hill,2,37
Mars Hill,3,6
Mars Hill,4,5
Marseilles,2,11
Marseilles,3,18
Marshall,1,1
Marshall,2,525
Marshall,3,66
Marshall,4,51
Marshalltown,2,21
Marshalltown,4,7
Marshallville,2,4
Marshfield,2,41
Marshfield,3,4
Marshville,1,1
Marshville,2,19
Marshville,4,4
Marsing,2,1
Marsing,4,1
Marston,2,3
Marston,3,1
Marston,4,1
Mart,2,1
Martelle,2,1
Martelle,4,1
Marthasville,2,4
Marthasville,4,2
Martin,1,1
Martin,2,70
Martin,3,1
Martin,4,4
Martin City,2,6
Martinez,1,14
Martinez,2,1054
Martinez,3,84
Martinez,4,4
Martins Ferry,2,4
Martinsburg,1,1
Martinsburg,2,438
Martinsburg,3,1
Martinsburg,4,12
Martinsdale,2,7
Martinsville,2,118
Martinsville,3,9
Martinsville,4,62
Martville,2,13
Martville,4,4
Marvell,2,1
Mary Esther,1,3
Mary Esther,2,141
Mary Esther,4,2
Marydel,2,11
Marydel,4,3
Maryland Heights,1,1
Maryland Heights,2,70
Maryland Heights,3,83
Maryland Heights,4,4
Marysvale,2,14
Marysville,1,11
Marysville,2,1340
Marysville,3,124
Marysville,4,29
Maryville,1,2
Maryville,2,18
Maryville,4,8
Mascot,2,1
Mascotte,1,1
Mascotte,2,2
Mascoutah,1,1
Mascoutah,2,9
Mascoutah,3,31
Mascoutah,4,2
Mashantucket,1,1
Mashpee,1,2
Mashpee,2,9
Mason,1,2
Mason,2,155
Mason,3,32
Mason,4,10
Mason City,2,24
Mason City,4,9
Masontown,2,4
Masontown,4,1
Masonville,2,1
Masonville,4,1
Maspeth,2,652
Maspeth,3,98
Maspeth,4,4
Massapequa,1,4
Massapequa,2,286
Massapequa,3,3
Massapequa,4,2
Massapequa Park,2,31
Massena,2,3
Massey,2,4
Massillon,1,1
Massillon,2,21
Mastic,1,2
Mastic,2,9
Mastic Beach,1,2
Mastic Beach,2,4
Mastic Beach,3,1
Masury,2,2
Masury,3,1
Matamoras,2,30
Matamoras,3,1
Matawan,1,1
Matawan,2,147
Matawan,3,3
Matawan,4,10
Mather,2,50
Matheson,2,1
Mathews,2,55
Mathews,3,1
Mathews,4,7
Mathis,2,4
Mathis,3,1
Mathis,4,1
Matlacha,2,4
Mattamiscontis Twp,2,1
Mattapan,1,15
Mattapan,2,153
Mattapoisett,2,2
Mattapoisett,3,2
Mattapoisett,4,1
Mattaponi,2,15
Mattawa,2,1
Mattawa,4,4
Mattawan,2,34
Mattawan,3,14
Mattawan,4,6
Matteson,1,2
Matteson,2,30
Matteson,3,108
Matteson,4,2
Matthews,1,16
Matthews,2,366
Matthews,3,20
Matthews,4,11
Mattituck,2,11
Mattituck,3,1
Mattoon,3,29
Maugansville,2,5
Maugansville,4,1
Mauk,2,1
Mauk,4,1
Mauldin,1,5
Mauldin,2,153
Mauldin,3,16
Mauldin,4,2
Maumee,2,78
Maumee,3,28
Maumee,4,2
Maumelle,2,95
Maumelle,3,2
Maumelle,4,1
Maupin,2,351
Maupin,3,1
Maupin,4,25
Maurertown,2,62
Maurertown,3,3
Maurertown,4,5
Maurice,2,1
Maurice,4,1
Mauston,2,12
Mauston,3,7
Mauston,4,2
Max,2,12
Max Meadows,2,217
Max Meadows,3,21
Max Meadows,4,15
Maxbass,2,1
Maxton,2,65
Maxton,3,4
Maxton,4,22
Maxwell,1,1
Maxwell,2,97
Maxwell,3,2
Maxwell,4,3
Maxwelton,2,1
Maybell,2,4
Maybell,4,2
Mayer,1,3
Mayer,2,331
Mayer,3,51
Mayer,4,8
Mayesville,1,2
Mayesville,2,56
Mayfield,2,3
Mayfield,4,1
Mayflower,2,64
Mayflower,4,2
Maynard,1,1
Maynard,2,44
Maynardville,2,4
Maynardville,4,1
Mayo,2,24
Mayodan,2,3
Mayodan,4,1
Mayport,2,16
Mays,2,3
Mays,4,1
Mays Landing,1,3
Mays Landing,2,131
Mays Landing,4,18
Maysville,2,65
Maysville,3,3
Maysville,4,1
Maytown,1,1
Maytown,2,5
Mayview,2,4
Mayville,2,2
Maywood,2,86
Maywood,3,192
Maywood,4,2
Mazeppa,2,9
Mazomanie,2,3
Mazomanie,4,2
Mazon,2,1
Mc Alisterville,2,47
Mc Alisterville,4,6
Mc Allister,2,8
Mc Alpin,2,10
Mc Arthur,2,3
Mc Arthur,3,1
Mc Bee,2,52
Mc Calla,2,109
Mc Calla,3,40
Mc Calla,4,2
Mc Clave,2,2
Mc Clellandtown,2,10
Mc Clellandtown,4,3
Mc Clellanville,1,2
Mc Clellanville,2,2
Mc Clure,2,49
Mc Clure,3,1
Mc Clure,4,5
Mc Coll,1,3
Mc Coll,2,68
Mc Coll,4,1
Mc Connells,1,3
Mc Connells,2,29
Mc Connellsburg,2,89
Mc Connellsburg,4,4
Mc Cormick,1,1
Mc Cormick,2,60
Mc Coy,2,1
Mc Coy,4,1
Mc Crory,2,2
Mc Crory,4,1
Mc David,1,3
Mc David,2,54
Mc Donald,2,122
Mc Donald,3,36
Mc Donald,4,5
Mc Dowell,2,2
Mc Dowell,4,1
Mc Ewen,2,18
Mc Ewen,3,4
Mc Ewen,4,5
Mc Farland,1,1
Mc Farland,2,268
Mc Farland,3,1
Mc Farland,4,1
Mc Gaheysville,2,12
Mc Gaheysville,4,5
Mc Gehee,2,4
Mc Gehee,4,1
Mc Grady,2,4
Mc Grady,4,1
Mc Grath,2,16
Mc Graw,2,16
Mc Graw,3,1
Mc Graw,4,2
Mc Gregor,2,15
Mc Intyre,2,1
Mc Intyre,4,1
Mc Kean,2,3
Mc Kean,3,3
Mc Kee,2,1
Mc Kees Rocks,1,1
Mc Kees Rocks,2,39
Mc Kees Rocks,4,8
Mc Kenney,2,73
Mc Kenney,3,4
Mc Kenney,4,11
Mc Kenzie,2,4
Mc Kenzie,3,15
Mc Kinnon,2,7
Mc Kinnon,4,1
Mc Kittrick,1,1
Mc Kittrick,2,42
Mc Kittrick,4,1
Mc Lain,2,4
Mc Lain,4,2
Mc Lean,1,2
Mc Lean,2,1062
Mc Lean,3,144
Mc Lean,4,14
Mc Leansboro,2,2
Mc Leansboro,4,2
Mc Leansville,2,48
Mc Leansville,3,7
Mc Leansville,4,1
Mc Leod,2,1
Mc Rae,2,8
Mc Rae,4,1
Mc Rae Helena,2,1
Mc Sherrystown,2,15
Mc Veytown,2,70
Mc Veytown,4,3
McAdoo,2,37
McAdoo,3,7
McAdoo,4,2
McAlester,2,3
McAlisterville,2,14
McAlisterville,4,1
McAllen,2,15
McAllen,3,1
McAlpin,1,1
McAlpin,2,10
McArthur,2,208
McArthur,4,1
McBee,1,3
McBee,2,12
Mccall,2,6
Mccall,4,1
McCalla,1,2
McCalla,2,52
McCalla,3,18
Mccammon,2,7
McClave,2,2
McClave,4,2
McCleary,2,17
McClellan,2,84
McClellanville,2,1
McCloud,2,107
McCloud,4,3
McClure,1,1
McClure,2,9
McClure,4,1
Mcclusky,2,5
McColl,1,2
McColl,2,27
McComb,2,22
McComb,3,1
McComb,4,5
McConnells,2,14
McConnellsburg,2,14
McConnellsburg,4,1
McCook,2,1
McCordsville,1,1
McCordsville,2,10
McCordsville,4,4
McCormick,1,1
McCormick,2,25
McCrory,4,2
McDavid,2,17
McDermitt,2,34
McDermott,2,1
McDonald,1,1
McDonald,2,51
McDonald,3,4
McDonald,4,2
McDonough,2,335
McDonough,3,119
McDonough,4,20
McDowell,2,6
McDowell,4,5
McEwensville,2,2
McFarland,1,1
McFarland,2,112
McFarland,3,1
McFarland,4,1
McGaheysville,2,14
McGaheysville,4,6
McGehee,2,4
McGill,2,2
McGrady,2,1
McGregor,2,16
McHenry,1,4
McHenry,2,86
McIntosh,2,14
McIntyre,2,2
McIntyre,4,3
McKean,2,17
McKees Rocks,1,2
McKees Rocks,2,16
McKees Rocks,4,5
McKeesport,1,5
McKeesport,2,47
McKeesport,4,9
McKenna,2,1
McKenney,2,34
McKenney,3,4
McKenney,4,3
McKenzie,2,9
McKenzie,3,1
McKenzie,4,2
Mckenzie Bridge,2,8
McKinleyville,1,3
McKinleyville,2,320
McKinney,1,1
McKinney,2,208
McKinney,3,2
McKinney,4,2
McKittrick,2,21
McLean,1,2
McLean,2,392
McLean,3,32
McLean,4,6
McLeansville,2,28
McLeansville,3,2
McLeansville,4,1
McLeod,2,2
McLoud,1,1
McLoud,2,5
McMinnville,2,266
McMinnville,4,14
McNeil,2,3
McPherson,2,1
McPherson,4,2
McRae,2,8
McRae,4,2
McRae-Helena,2,5
McRae-Helena,4,3
McSherrystown,2,2
McVeytown,2,17
McVeytown,4,2
McVille,2,1
Meacham,2,201
Meacham,3,1
Meacham,4,6
Mead,2,27
Mead,3,3
Mead,4,2
Meade,2,4
Meade,4,3
Meadow,2,18
Meadow,4,2
Meadow Creek,2,1
Meadow Valley,2,2
Meadow Vista,1,1
Meadow Vista,2,64
Meadows of Dan,2,9
Meadows of Dan,4,4
Meadows Place,2,3
Meadowview,2,49
Meadowview,3,11
Meadowview,4,4
Meadville,2,11
Meadville,3,1
Meadville,4,6
Meansville,2,1
Meansville,3,1
Meansville,4,2
Mebane,2,180
Mebane,3,28
Mebane,4,7
Mechanicsburg,1,5
Mechanicsburg,2,400
Mechanicsburg,3,33
Mechanicsburg,4,33
Mechanicsville,1,2
Mechanicsville,2,549
Mechanicsville,3,63
Mechanicsville,4,16
Mechanicville,1,1
Mechanicville,2,122
Mechanicville,3,8
Mechanicville,4,4
Medfield,1,1
Medfield,2,2
Medford,1,27
Medford,2,755
Medford,3,80
Medford,4,17
Media,2,201
Media,3,19
Media,4,9
Mediapolis,2,1
Medical Lake,2,15
Medical Lake,4,2
Medicine Lake,2,1
Medicine Lodge,2,1
Medicine Lodge,4,3
Medimont,4,1
Medina,1,2
Medina,2,155
Medina,3,11
Medina,4,2
Medinah,1,1
Medinah,2,12
Medley,2,111
Medon,2,2
Medon,4,1
Medora,2,11
Medway,1,2
Medway,2,23
Medway,3,16
Medway,4,2
Meeker,2,23
Meeker,4,9
Meherrin,2,11
Meherrin,4,8
Meigs,2,4
Meigs,4,1
Melba,2,1
Melba,4,1
Melbourne,1,12
Melbourne,2,1612
Melbourne,3,119
Melbourne,4,39
Melbourne Beach,2,50
Melbourne Beach,4,1
Melcroft,2,4
Melcroft,4,1
Melfa,2,21
Melfa,4,6
Melissa,2,21
Mellen,2,1
Mellenville,2,1
Melrose,1,5
Melrose,2,211
Melrose,3,1
Melrose,4,6
Melrose Park,2,179
Melrose Park,3,40
Melville,1,2
Melville,2,366
Melville,3,50
Melville,4,11
Melvindale,2,21
Melvindale,3,12
Memphis,1,53
Memphis,2,4098
Memphis,3,1122
Memphis,4,102
Mena,2,12
Mena,3,1
Mena,4,5
Menahga,2,43
Menands,2,3
Menard,2,1
Menard,4,2
Menasha,1,2
Menasha,2,24
Menasha,4,1
Mendenhall,2,7
Mendenhall,4,2
Mendham,2,1
Mendocino,1,1
Mendocino,2,62
Mendon,2,11
